,mean,var,scale
109,-4.672698e-06,0.0008959462,0.029932361
110,1.6465983e-06,0.00086779083,0.02945829
111,-6.6511734e-06,0.0008456446,0.02907997
112,2.9172231e-06,0.0008200874,0.028637167
113,8.6735855e-07,0.000796264,0.02821815
114,-4.081671e-06,0.0007741488,0.02782353
115,-6.58188e-07,0.0007513971,0.027411623
116,3.4755976e-06,0.00073191297,0.02705389
117,-4.853799e-06,0.0007106133,0.026657332
118,2.192876e-06,0.0006901445,0.026270602
119,-1.5340693e-06,0.000670424,0.025892548
120,-5.1244966e-05,0.4240202,0.65116835
121,-0.00013451133,0.12104578,0.34791633
122,-5.0967104e-05,0.12776631,0.35744414
123,-3.8440226e-05,0.07572974,0.27519038
124,-2.7090256e-05,0.07642586,0.27645227
125,-4.251561e-05,0.063884765,0.25275436
126,-1.0430095e-05,0.06169401,0.24838279
127,2.0458252e-05,0.058230706,0.24131039
128,6.3736093e-06,0.052401043,0.22891274
129,8.295488e-06,0.04827427,0.21971406
130,1.4838126e-05,0.04635563,0.21530358
131,1.1963946e-06,0.043131437,0.20768109
132,-1.1529926e-05,0.04064596,0.20160843
133,6.3308096e-07,0.039488852,0.19871803
134,1.959308e-05,0.03742903,0.19346584
135,-8.322045e-06,0.03510557,0.1873648
136,-1.0803689e-05,0.03278487,0.18106593
137,-3.8792186e-06,0.030711213,0.17524615
138,-3.10413e-06,0.028594688,0.16909964
139,1.6655789e-06,0.027077597,0.16455272
140,-3.1477014e-06,0.025020216,0.1581778
141,3.6991944e-06,0.023387447,0.15292954
142,1.1778169e-05,0.022240944,0.14913398
143,5.3712056e-06,0.02102899,0.14501376
144,1.2182951e-06,0.019880913,0.14099969
145,4.2484498e-07,0.01885267,0.13730502
146,9.896811e-07,0.01798159,0.13409546
147,-3.2887118e-07,0.017130895,0.13088505
148,-5.6909184e-06,0.01635594,0.12789033
149,-2.6147661e-06,0.015637344,0.12504937
150,4.7849824e-07,0.0150286695,0.12259147
151,-2.9626444e-06,0.014486355,0.12035927
152,-6.2100173e-07,0.013893378,0.117870174
153,3.1804466e-06,0.013359585,0.11558367
154,1.5470793e-06,0.012844084,0.11333174
155,-1.7454751e-06,0.012374087,0.111238874
156,-3.1322397e-06,0.011946658,0.10930077
157,2.012322e-06,0.011499943,0.107237786
158,-2.6249784e-06,0.011182388,0.10574681
159,1.00645146e-07,0.010768059,0.10376926
160,1.613653e-06,0.010426918,0.10211228
161,-4.5459037e-06,0.010059502,0.10029707
162,8.218228e-06,0.009730057,0.09864105
163,-3.307195e-06,0.00943011,0.09710876
164,-1.1054452e-06,0.009101275,0.0954006
165,4.4390113e-06,0.008848717,0.09406762
166,-2.2635343e-06,0.008600241,0.09273748
167,-1.8882172e-06,0.008368445,0.091479205
168,2.8499187e-06,0.008118803,0.0901044
169,1.0719508e-06,0.007882408,0.08878293
170,-2.7860285e-06,0.007635448,0.08738105
171,1.2718629e-06,0.00742509,0.08616896
172,2.0089208e-06,0.007217791,0.084957585
173,-3.227311e-06,0.0070516802,0.08397429
174,1.2662967e-06,0.0068665473,0.082864635
175,8.497854e-07,0.0066768653,0.08171209
176,6.8684454e-07,0.006507197,0.0806672
177,-3.4918307e-06,0.006330189,0.079562485
178,3.2954536e-06,0.0061596246,0.078483276
179,-1.8379973e-06,0.006005731,0.07749665
180,5.5339003,0.09895596,0.31457266
181,0.00010341388,0.00040729475,0.020181544
182,-1.18550015e-05,0.0011390254,0.03374945
183,0.62443084,0.23451696,0.48426953
184,-5.529852,39.231506,6.263506
185,-2.753349,11.30719,3.3626165
186,-2.3757555,8.076346,2.8418913
187,-1.9876273,5.081861,2.2542984
188,-2.1248782,5.6992507,2.3873103
189,-0.00023109879,2.858035,1.6905724
190,0.00023920866,1.5626813,1.2500725
191,0.0004885773,1.3665582,1.1689988
192,0.00067907845,1.0825251,1.0404447
193,0.00058679265,1.1986918,1.0948479
194,0.0006247909,17.93296,4.2347326
195,0.00034018292,12.796591,3.5772324
196,0.0003921016,12.293936,3.506271
197,0.00025637308,10.239743,3.19996
198,0.00034901832,11.437733,3.3819718
